timestamp,gdp_quart,gdp_quart_growth,cpi,ppi,gdp_deflator,balance_trade,balance_trade_growth,us/eur_rub,brent,net_capital_export,gdp_annual,gdp_annual_growth,average_provision_of_build_contract,average_provision_of_build_contract_moscow,rts,micex,micex_rgbi_tr,micex_cbi_tr,deposits_growth,deposits_rate,mortgage_value,mortgage_growth,mortgage_rate,grp,grp_growth,income_per_cap,real_dispos_income_per_cap_growth,salary,salary_growth,retail_trade_turnover_growth,unemployment,employment,invest_fixed_capital_per_cap,profitable_enterpr_share,share_own_revenues,overdue_wages_per_cap,fin_res_per_cap,marriages_per_1000_cap,divorce_rate,construction_value,invest_fixed_assets_phys,pop_tural_increase,pop_migration,pop_total_inc,childbirth,mortality,housing_fund_sqm,lodging_sqm_per_cap,water_pipes_share,gas_share,electric_stove_share,average_life_exp,infant_mortarity_per_1000_cap,perital_mort_per_1000_cap,incidence_population,rent_price_4.room_bus,rent_price_3room_bus,rent_price_2room_bus,rent_price_1room_bus,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,load_of_teachers_preschool_per_teacher,child_on_acc_pre_school,load_of_teachers_school_per_teacher,students_state_oneshift,provision_doctors,provision_nurse,load_on_doctors,power_clinics,hospital_beds_available_per_cap,hospital_bed_occupancy_per_year,theaters_viewers_per_1000_cap,seats_theather_rfmin_per_100000_cap,museum_visitis_per_100_cap,bandwidth_sports,population_reg_sports_share,students_reg_sports_share,apartment_build,apartment_fund_sqm
40846,15663.6,5,353,436.5,86.721,17.199,18.1,29.8082,109.91,0.447361777,46308.5,0.045037137,5.96,6.65,1610.32,1526.57,130.05,204.88,0.018590211,4.5,452674,1.030292429,11.57,9948.7728,0.187790661,44388,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,151.68,81.5,63.84,52.25,43.46,38.1,31.11,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40847,15663.6,5,353,436.5,86.721,17.199,18.1,30.2417,109.56,0.447361777,46308.5,0.045037137,5.96,6.65,1563.28,1498.6,129.52,204.95,0.018590211,4.5,452674,1.030292429,11.57,9948.7728,0.187790661,44388,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,151.68,81.5,63.84,52.25,43.46,38.1,31.11,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40848,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.8002,109.54,0.465541608,46308.5,0.045037137,5.96,6.65,1484.98,1456.29,128.87,195.3,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40849,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6878,109.34,0.465541608,46308.5,0.045037137,5.96,6.65,1526.19,1488.86,128.94,197.01,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40850,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.4739,110.83,0.465541608,46308.5,0.045037137,5.96,6.65,1542.39,1501.18,129.07,198.22,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40851,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6876,111.97,0.465541608,46308.5,0.045037137,5.96,6.65,1542.39,1501.18,129.07,200.8,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40852,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6876,111.97,0.465541608,46308.5,0.045037137,5.96,6.65,1542.39,1501.18,129.07,201.74,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40853,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6876,111.97,0.465541608,46308.5,0.045037137,5.96,6.65,1542.39,1501.18,129.07,201.74,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40854,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.5278,114.56,0.465541608,46308.5,0.045037137,5.96,6.65,1563.24,1521.01,129.18,205.1,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40855,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.3183,115,0.465541608,46308.5,0.045037137,5.96,6.65,1579.82,1520.88,129.26,204.65,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40856,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.5775,112.31,0.465541608,46308.5,0.045037137,5.96,6.65,1512.85,1470.8,129.33,204.65,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40857,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.642,113.71,0.465541608,46308.5,0.045037137,5.96,6.65,1529.71,1489.58,128.93,203.81,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40858,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.2868,114.16,0.465541608,46308.5,0.045037137,5.96,6.65,1530.7,1484.97,129.01,205.46,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40859,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.2868,114.16,0.465541608,46308.5,0.045037137,5.96,6.65,1530.7,1484.97,129.01,205.46,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40860,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.2868,114.16,0.465541608,46308.5,0.045037137,5.96,6.65,1530.7,1484.97,129.01,205.46,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40861,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.5404,111.89,0.465541608,46308.5,0.045037137,5.96,6.65,1527.16,1484.38,129.13,205.54,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40862,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6889,112.39,0.465541608,46308.5,0.045037137,5.96,6.65,1526.98,1487.84,128.81,205.47,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40863,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.7313,111.88,0.465541608,46308.5,0.045037137,5.96,6.65,1520.75,1483.24,128.79,205.46,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40864,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.8204,108.22,0.465541608,46308.5,0.045037137,5.96,6.65,1512.67,1475.32,128.64,205.63,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40865,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.858,107.56,0.465541608,46308.5,0.045037137,5.96,6.65,1495.87,1460.56,128.55,205.83,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40866,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.858,107.56,0.465541608,46308.5,0.045037137,5.96,6.65,1495.87,1460.56,128.55,205.83,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40867,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.858,107.56,0.465541608,46308.5,0.045037137,5.96,6.65,1495.87,1460.56,128.55,205.83,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40868,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.1629,106.88,0.465541608,46308.5,0.045037137,5.96,6.65,1424.97,1390.56,128.39,205.72,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40869,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.0915,109.03,0.465541608,46308.5,0.045037137,5.96,6.65,1431.13,1401.91,128.36,205.79,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40870,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.5076,107.02,0.465541608,46308.5,0.045037137,5.96,6.65,1422,1404.26,128.19,205.82,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40871,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.4819,107.78,0.465541608,46308.5,0.045037137,5.96,6.65,1402.83,1392.75,128.21,205.65,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40872,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.5213,106.4,0.465541608,46308.5,0.045037137,5.96,6.65,1413.18,1410.84,128.11,205.56,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40873,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.5213,106.4,0.465541608,46308.5,0.045037137,5.96,6.65,1413.18,1410.84,128.11,205.56,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40874,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.5213,106.4,0.465541608,46308.5,0.045037137,5.96,6.65,1413.18,1410.84,128.11,205.56,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40875,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.38,109,0.465541608,46308.5,0.045037137,5.96,6.65,1475.25,1466.22,128.27,205.65,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40876,15663.6,5,354.7,440.5,86.721,17.629,18.1,31.241,110.82,0.465541608,46308.5,0.045037137,5.96,6.65,1466.36,1454.67,128.41,205.24,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40877,15663.6,5,354.7,440.5,86.721,17.629,18.1,30.6995,110.52,0.465541608,46308.5,0.045037137,5.96,6.65,1540.81,1499.62,128.74,205.55,-0.004041679,5.5,521529,1.002238236,11.74,9948.7728,0.187790661,46476.2,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,160.58,89.65,66.29,52.5,46.5,38.62,31.53,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40878,15663.6,5,356.2,444.6,86.721,19.066,18.1,30.7371,108.99,0.614394581,46308.5,0.045037137,5.96,6.65,1546.7,1505.27,129.17,195.37,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40879,15663.6,5,356.2,444.6,86.721,19.066,18.1,30.9472,109.94,0.614394581,46308.5,0.045037137,5.96,6.65,1545.57,1505.77,129.39,195.37,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40880,15663.6,5,356.2,444.6,86.721,19.066,18.1,30.9472,109.94,0.614394581,46308.5,0.045037137,5.96,6.65,1545.57,1505.77,129.39,195.37,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40881,15663.6,5,356.2,444.6,86.721,19.066,18.1,30.9472,109.94,0.614394581,46308.5,0.045037137,5.96,6.65,1545.57,1505.77,129.39,200.85,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40882,15663.6,5,356.2,444.6,86.721,19.066,18.1,30.887,109.81,0.614394581,46308.5,0.045037137,5.96,6.65,1559.28,1517.89,129.49,201.74,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
40883,15663.6,5,356.2,444.6,86.721,19.066,18.1,31.3649,110.81,0.614394581,46308.5,0.045037137,5.96,6.65,1485.67,1457.9,129.58,201.74,0.017036746,5.7,596508,0.97854641,11.4,9948.7728,0.187790661,82685.3,-0.005,44898.7,0.168917353,106.6,0.014,0.708,73976.19863,0.708,0.891477685,53636,226.2141565,8.5,3.8,549075.8,106.6,1.1,5.1,6.2,10.8,9.7,218,18.77206579,99.9,43.9,55.3,75.79,6.2,5.53,715.1,144.26,86.41,66.86,51.39,46.44,37.93,30.74,793.3195607,2,1391.710938,89.0495,65.9,99.6,8180.755454,375.8,846,302,565,0.45356,1240,269768,22.37,64.12,23587,230310
