sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995
Severnoe Butovo,8889466.752,90114,0.579644597,0.0,5102,3617,6,4798,7653,6,0,30.0,2,0,6,1,0,0,8,0,0,0,0,0,0,0,0,0,78616,35397,43219,0.11720709323745478,0.059602281554475445,0.05760481168297934,0.7243047695141709,0.42489513283174646,0.2994096366824245,0.1584881372483743,0.046973833144683404,0.11151430410369088,5102,2574,2528,4798,2468,2330,11749,5983,5766,19093,8734,10359,9304,4727,4577,154.0,0.025974026,0.0,0.0,0.162337662,0.006493506,0.805194805,0.0,0.0,0.0,154.0,0.0,0.0,0.071428571,0.662337662,0.26623376600000004
Severnoe Izmajlovo,4190070.548,85083,0.051566848,0.034331497,5586,3064,6,5487,7746,7,0,1321.845238,0,0,5,3,0,0,4,3,0,0,0,0,0,0,0,0,139322,61324,77998,0.13805343017994193,0.07014327186394462,0.06791015831599732,0.5846291268526027,0.2894115158139699,0.29521761103863287,0.2773174429674553,0.08230786408565753,0.19500957888179776,5586,2842,2744,5487,2792,2695,12962,6579,6383,30010,14284,15726,10406,5301,5105,356.0,0.5365168539999999,0.0,0.0,0.143258427,0.0,0.320224719,0.0,0.0,0.0,356.0,0.0,0.0,0.865168539,0.061797753,0.073033708
Basmannoe,8398460.622000001,108171,0.015233743999999999,0.037316452,5706,3240,7,6748,7770,9,0,562.0,4,2,25,2,0,0,10,93,0,0,0,1,1,0,0,0,28179,13522,14657,0.12358210610977063,0.06618224847694854,0.057399857632822106,0.6290318107440996,0.31649887677843414,0.31253293396566545,0.24738608314612973,0.07916169768237329,0.16822438546375645,5706,2982,2724,6748,3664,3084,15237,8113,7124,5164,2583,2581,11631,6223,5408,746.0,0.06434316400000001,0.0,0.0,0.861930295,0.021447721,0.04691689,0.0,0.0040214479999999995,0.001340483,746.0,0.497319035,0.152815013,0.195710456,0.08310992,0.071045576
Ramenki,18800000.1,125111,0.16962541899999997,0.019508796000000002,8371,903,8,7687,7788,8,0,176.0,5,1,12,5,1,1,5,11,0,0,0,1,0,0,0,0,61039,27823,33216,0.13530385018103924,0.06965814356851116,0.06564570661252808,0.6315272038429874,0.3282605046718514,0.303266699171136,0.23316894597597335,0.07184819879946608,0.16132074717650727,8371,4356,4015,7687,3937,3750,19215,9989,9226,15495,7299,8196,15224,7873,7351,314.0,0.248407643,0.0063694269999999996,0.0,0.31528662399999996,0.12101910800000001,0.308917197,0.0,0.0,0.0,314.0,0.003184713,0.0,0.429936306,0.312101911,0.25477707
Perovo,9946335.108,139322,0.06540882599999999,0.225824954,6400,2232,7,6558,7966,7,0,1548.0,3,0,13,0,0,0,2,7,1,0,1,1,0,0,0,0,36154,16222,19932,0.09904394137322174,0.04979113133604169,0.04925281003718006,0.6588693817200442,0.3210835331103487,0.3377858486096955,0.24208667690673405,0.06928553997215084,0.17280113693458318,6400,3209,3191,6558,3317,3241,15514,7813,7701,8137,3787,4350,12162,6117,6045,561.0,0.197860963,0.0,0.0,0.452762923,0.005347594000000001,0.336898396,0.0,0.007130125,0.0,561.0,0.0,0.008912656,0.778966132,0.140819964,0.071301248
Zjablikovo,4602089.659,130229,0.11415706099999999,0.0,8450,3909,4,8647,8294,5,0,810.0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,1,48439,21571,26868,0.13991507267966427,0.07449953543373596,0.06541553724592833,0.6314338588179285,0.31974445016087044,0.31168940865705796,0.2286510685024073,0.07123605341360219,0.1574150150888051,8450,4485,3965,8647,4620,4027,20294,10750,9544,10403,4913,5490,16051,8543,7508,160.0,0.15625,0.0,0.0,0.0,0.00625,0.8375,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.93125,0.06875
Rjazanskij,6377883.078,101982,0.017855768,0.333891544,5408,4266,6,6564,8348,6,0,1321.845238,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,83369,37959,45410,0.12592418269890765,0.06504088956874743,0.06088329313016022,0.6100586377988273,0.30065109529132594,0.3094075425075013,0.2640171795022651,0.08611323566903964,0.17790394383322547,5408,2794,2614,6564,3389,3175,14443,7479,6964,16974,8334,8640,11169,5745,5424,324.0,0.240740741,0.0,0.0,0.456790123,0.012345678999999998,0.287037037,0.0,0.00308642,0.0,324.0,0.0,0.012345678999999998,0.712962963,0.17901234600000002,0.095679012
Lomonosovskoe,3326418.7410000004,83844,0.051880656,0.0,4688,3091,5,5027,8359,7,1,46.0,1,0,6,4,0,0,1,4,0,0,0,0,0,0,0,0,64317,29113,35204,0.12324078049711369,0.05840608749582558,0.06483469300128811,0.587304994990697,0.28642478889365963,0.30088020609703736,0.28945422451218933,0.0923620056295024,0.19709221888268688,4688,2213,2475,5027,2417,2610,11526,5458,6068,13171,6380,6791,9123,4346,4777,206.0,0.189320388,0.0,0.0,0.529126214,0.058252427,0.22330097100000001,0.0,0.0,0.0,210.0,0.0,0.0,0.728571429,0.157142857,0.11428571400000001
Mozhajskoe,16861532.79,132349,0.069670879,0.130617806,9005,4182,6,10418,8658,6,0,900.0,1,0,12,2,0,0,9,9,0,0,0,1,0,0,0,0,142462,64715,77747,0.1565935518968787,0.08018949897619174,0.07640405292068697,0.6256790757769232,0.3379549524363614,0.2877241233405617,0.21772737232619815,0.061753394434412044,0.1559739778917861,9005,4632,4373,10418,5300,5118,23155,11841,11314,27514,13369,14145,18047,9244,8803,454.0,0.140969163,0.033039648,0.002202643,0.495594714,0.017621145,0.297356828,0.0,0.013215858999999998,0.0,456.0,0.0,0.081140351,0.5767543860000001,0.230263158,0.111842105
Kosino-Uhtomskoe,14883622.34,72131,0.024444186,0.158249043,7567,3848,4,5731,8687,5,0,1321.845238,1,0,4,2,0,0,0,0,0,1,0,1,0,0,0,0,102828,47783,55045,0.19345357751868128,0.09984611332159543,0.09360746419708586,0.6826745781980008,0.34112933412818347,0.3415452440698174,0.12387184428331785,0.034492797826177375,0.08937904645714048,7567,3867,3700,5731,3000,2731,15057,7784,7273,26154,13689,12465,12659,6564,6095,1204.0,0.009966777,0.658637874,0.029900332,0.148671096,0.011627907,0.080564784,0.0,0.053156145999999994,0.007475083,1204.0,0.247508306,0.317275748,0.254152824,0.034883721,0.14617940199999999
Koptevo,4787424.272,96959,0.03845587,0.12209034699999999,6507,3272,4,6566,8751,6,0,1894.0,4,0,7,6,0,0,0,7,0,0,0,0,0,0,0,0,78810,36091,42719,0.14336987798966574,0.07574335543889685,0.06762652255076888,0.6097422621932982,0.30594374941985786,0.30379851277344033,0.24688785981703606,0.07198919130766612,0.17489866850936994,6507,3456,3051,6566,3453,3113,15510,8201,7309,17662,8488,9174,12269,6487,5782,390.0,0.258974359,0.005128205,0.0,0.553846154,0.028205128,0.153846154,0.0,0.0,0.0,390.0,0.002564103,0.023076923,0.7435897440000001,0.1,0.13076923099999999
Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,3844,6,8429,8810,7,0,1321.845238,3,0,3,4,0,0,9,3,0,0,0,0,0,0,0,0,112221,49045,63176,0.1241116238923577,0.06491671365227863,0.05919491024007908,0.6495082172614697,0.32695025093797203,0.3225579663234977,0.22638015884617257,0.06424151300631348,0.16213864583985912,8356,4490,3866,8429,4367,4062,19887,10243,9644,22516,10217,12299,15922,8432,7490,224.0,0.183035714,0.008928571,0.0,0.071428571,0.004464286,0.732142857,0.0,0.0,0.0,222.0,0.0,0.004504505,0.063063063,0.846846847,0.08558558599999999
Hamovniki,10071560.22,102726,0.048790575999999995,0.0,6374,165,5,7538,9337,8,1,4702.0,5,1,23,2,1,2,5,87,0,0,0,1,0,0,0,0,75377,34015,41362,0.14473453653408094,0.07046901466035863,0.07426552187372233,0.594805599361408,0.2936549656367424,0.3011506337246656,0.26045986410451105,0.08542141230068337,0.17503845180382765,6374,3205,3169,7538,3585,3953,16584,8083,8501,14705,7343,7362,13042,6343,6699,641.0,0.029641186,0.00624025,0.0,0.858034321,0.074882995,0.012480498999999999,0.0,0.017160686,0.001560062,637.0,0.323390895,0.191522763,0.276295133,0.065934066,0.14285714300000002
Novo-Peredelkino,8591335.051,111023,0.058543047,0.025609157,6354,4249,7,5261,9373,7,0,240.0,3,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,132349,63514,68835,0.11028345477964026,0.0578078416184034,0.05247561316123686,0.7320194914567252,0.3850373346063428,0.34698215685038236,0.15769705376363458,0.0430541419345541,0.11464291182908046,6354,3372,2982,5261,2730,2531,13507,7088,6419,27107,13773,13334,11003,5778,5225,743.0,0.017496635,0.500672948,0.11170928699999999,0.153432032,0.02422611,0.16554508699999998,0.0,0.01615074,0.01076716,744.0,0.005376344,0.251344086,0.280913978,0.22849462399999998,0.233870968
Ivanovskoe,10207215.1,122862,0.512707469,0.00016999999999999999,6027,2697,7,5992,9439,8,1,1321.845238,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,157010,68466,88544,0.10515049405023523,0.053539743777571584,0.05161075027266364,0.6317006071852973,0.3144747765786004,0.31722583060669696,0.26314889876446745,0.07956080806107665,0.1835880907033908,6027,3092,2935,5992,3035,2957,14586,7366,7220,30912,14269,16643,11227,5734,5493,244.0,0.295081967,0.0,0.0,0.090163934,0.028688525,0.586065574,0.0,0.0,0.0,244.0,0.0,0.0,0.18852459,0.7581967209999999,0.053278689000000004
Teplyj Stan,8392316.21,130396,0.42639629700000004,0.002211665,6980,4523,5,7614,9443,6,0,1321.845238,1,0,3,2,0,0,5,3,0,0,0,1,0,1,0,0,90114,47893,42221,0.11918310377618946,0.06056934261787172,0.05861376115831774,0.5887910672106507,0.2937973557471088,0.2949937114635418,0.29202582901315993,0.09881438080922728,0.19321144820393263,6980,3496,3484,7614,3917,3697,17425,8832,8593,20655,10812,9843,13682,6913,6769,195.0,0.27179487199999997,0.0,0.0,0.015384615,0.041025641,0.671794872,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.933673469,0.066326531
Akademicheskoe,5704502.19,106445,0.043127100999999994,0.151346216,5506,926,6,5889,9501,6,0,830.0,4,0,7,0,0,0,1,10,1,0,0,1,0,0,1,0,1362363,637906,724457,0.11342947061862933,0.05822725351120297,0.05520221710742637,0.643693926440885,0.32065385880031944,0.32304006764056553,0.2428766029404857,0.07912067264784631,0.16375593029263938,5506,2861,2645,5889,2990,2899,14297,7209,7088,291222,143474,147748,10653,5506,5147,374.0,0.21657754,0.0,0.0,0.548128342,0.024064171000000002,0.20855615,0.0,0.0026737970000000003,0.0,374.0,0.0,0.0,0.812834225,0.056149733,0.131016043
Kon'kovo,7811375.433999999,153248,0.127002383,0.135649789,7517,2627,5,7960,9650,5,0,350.0,3,0,11,3,0,0,11,6,0,0,0,1,0,0,0,0,123000,58226,64774,0.10745980371685111,0.057756055543954896,0.04970374817289622,0.6529416370849864,0.36187095427020255,0.2910706828147839,0.23959855919816245,0.07803038212570473,0.1615681770724577,7517,4062,3455,7960,4280,3680,19439,10398,9041,24753,13005,11748,14528,7865,6663,314.0,0.140127389,0.0,0.0,0.022292994,0.00955414,0.8280254779999999,0.0,0.0,0.0,315.0,0.0,0.0,0.495238095,0.4,0.104761905
Solncevo,11324091.93,113897,0.083809588,0.371148999,8340,3953,5,7065,9700,5,0,750.0,2,0,4,3,0,0,5,1,0,0,0,0,0,0,0,0,125111,58773,66338,0.14299762065726052,0.07058131469661186,0.07241630596064866,0.6614221621289411,0.33484639630543384,0.3265757658235072,0.19558021721379842,0.054259550295442376,0.14132066691835607,8340,4048,4292,7065,3531,3534,17908,8858,9050,31549,16302,15247,14555,7157,7398,801.0,0.053682895999999994,0.439450687,0.09862671699999999,0.157303371,0.019975031,0.196004994,0.0,0.028714107000000003,0.006242197,800.0,0.02875,0.22625,0.3475,0.16375,0.23375
Taganskoe,8087656.379,116742,0.048011029000000004,0.007658515,6694,3318,5,7077,9748,10,0,2301.0,3,1,24,1,1,1,19,56,0,0,0,1,0,0,0,0,123280,57224,66056,0.1260471809631495,0.06507512292062839,0.060972058042521114,0.6103458909389937,0.30556269380342976,0.3047831971355639,0.2636069280978568,0.0819499408953076,0.18165698720254922,6694,3466,3228,7077,3623,3454,16586,8587,7999,24466,12304,12162,12941,6673,6268,502.0,0.139442231,0.061752987999999995,0.001992032,0.589641434,0.037848606,0.151394422,0.0,0.011952191000000001,0.005976096,501.0,0.129740519,0.115768463,0.437125749,0.20359281399999998,0.113772455
Severnoe Tushino,9249237.174,156377,0.374067926,0.0,10190,4116,5,11319,9891,5,0,1145.0,3,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,53786,24231,29555,0.14683105571791247,0.07698702494612379,0.06984403077178869,0.6001074326787187,0.302275910140238,0.2978315225384807,0.25306151160336876,0.08017803129616248,0.1728834803072063,10190,5334,4856,11319,5929,5390,26095,13597,12498,11372,5629,5743,20140,10531,9609,318.0,0.157232704,0.022012578999999997,0.003144654,0.050314465,0.028301887,0.7389937109999999,0.0,0.0,0.0,318.0,0.0,0.006289308,0.518867925,0.29245283,0.182389937
Nagornoe,5293464.965,77878,0.023464016,0.195781053,4713,2279,4,5212,10027,8,1,1321.845238,3,0,2,2,0,0,2,6,0,0,0,0,0,0,0,0,115352,52813,62539,0.13611032640797144,0.06962171601736049,0.06648861039061095,0.6405146511209842,0.3159172038316341,0.32459744728935,0.22337502247104446,0.0658722617427258,0.15750276072831865,4713,2390,2323,5212,2677,2535,11749,6001,5748,22625,11064,11561,9319,4737,4582,244.0,0.290983607,0.0,0.0,0.430327869,0.016393443,0.262295082,0.0,0.0,0.0,243.0,0.0,0.004115226,0.62962963,0.230452675,0.135802469
Birjulevo Vostochnoe,14795571.25,145088,0.308056827,0.050900058,9223,4519,6,10621,10053,6,0,30.0,2,0,8,3,0,0,3,1,0,0,0,1,0,0,0,0,1716730,774585,942145,0.1456357520952801,0.0755541464490516,0.07008160564622849,0.6410454344949272,0.3355894353771504,0.3054559991177768,0.21331881340979267,0.06345114689016321,0.14986766651962946,9223,4754,4469,10621,5550,5071,23495,12204,11291,367659,172958,194701,18567,9643,8924,217.0,0.23963133600000003,0.0,0.0,0.198156682,0.013824885,0.548387097,0.0,0.0,0.0,217.0,0.0,0.00921659,0.147465438,0.7834101379999999,0.05990783400000001
Kuz'minki,7984443.568,142243,0.372734826,0.000995,7753,4547,8,7651,10492,8,1,1321.845238,1,0,7,8,0,0,5,1,0,0,0,1,0,0,0,0,31167,16000,15167,0.11533080713989441,0.05613633008302693,0.05919447705686747,0.6595122431332298,0.32863480100954,0.33087744212368975,0.22515694972687583,0.05908199349001357,0.16607495623686228,7753,3809,3944,7651,3675,3976,18245,8914,9331,5829,2955,2874,14430,7004,7426,502.0,0.30876494,0.0,0.0,0.057768924000000006,0.011952191000000001,0.621513944,0.0,0.0,0.0,500.0,0.0,0.0,0.828,0.07,0.102
Krjukovo,10842309.74,85219,0.06217241,0.161531741,5767,5278,6,5648,10529,6,0,30.0,2,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,221709,101426,120283,0.14309015595113767,0.07222567737241695,0.0708644785787207,0.681937126697098,0.33749515953015174,0.34444196716694636,0.17497271735176428,0.04954294230159941,0.12542977505016487,5767,2919,2848,5648,2830,2818,13872,7020,6852,49415,25109,24306,10654,5374,5280,372.0,0.021505376,0.39247311799999995,0.029569892,0.174731183,0.024193548,0.298387097,0.002688172,0.045698925,0.010752688,373.0,0.00536193,0.053619303,0.49329758700000004,0.351206434,0.096514745
Jasenevo,24813850.39,174831,0.683844404,0.037177818,10712,4172,7,11217,10559,7,0,2300.0,1,0,7,7,0,0,7,1,0,0,0,1,0,0,0,0,178264,82799,95465,0.13431828451475997,0.069112457172927,0.06520582734183297,0.6015580760849049,0.30228048801413937,0.2992775880707655,0.2641236394003352,0.08435574926643444,0.17976789013390074,10712,5502,5210,11217,5750,5467,26209,13455,12754,45669,22276,23393,20530,10531,9999,175.0,0.091428571,0.028571429,0.0,0.011428571,0.0,0.857142857,0.0,0.011428571,0.0,175.0,0.0,0.011428571,0.04,0.9085714290000001,0.04
Presnenskoe,11638050.15,123280,0.068202173,0.042031587,7125,3240,7,6856,10602,9,0,1940.0,2,1,29,2,1,3,5,84,0,0,0,1,0,0,0,0,57999,25611,32388,0.12091174561972745,0.06318137573004542,0.057730369889682026,0.6112670343932511,0.3150632706035042,0.29620376378974694,0.2678212199870214,0.0859344581440623,0.18188676184295913,7125,3725,3400,6856,3580,3276,16727,8746,7981,10184,4834,5350,13121,6880,6241,836.0,0.11842105300000001,0.007177033,0.001196172,0.794258373,0.039473684,0.035885167,0.0,0.002392344,0.001196172,831.0,0.288808664,0.137184116,0.39951865200000003,0.091456077,0.083032491
Strogino,16751119.46,155427,0.338150977,0.041124634,9254,4606,8,9515,11032,9,0,1321.845238,1,0,6,2,0,0,10,5,0,0,0,0,0,0,0,1,156377,71846,84531,0.1286970732240859,0.0673049084135961,0.06139216481048981,0.6300063695496921,0.34126631794990575,0.2887400515997864,0.24129655722622195,0.07786291956995889,0.16343363765626306,9254,4856,4398,9515,4991,4524,22087,11541,10546,32847,16042,16805,17622,9249,8373,453.0,0.030905077000000003,0.355408389,0.055187638,0.161147903,0.01986755,0.35320088299999997,0.0,0.024282561,0.0,453.0,0.103752759,0.092715232,0.21854304600000002,0.386313466,0.19867549699999998
Bibirevo,6407578.1,155572,0.189727117,7e-05,9576,5001,5,10309,11065,5,0,240.0,1,0,7,3,0,0,16,1,0,0,0,0,0,0,0,0,86206,40477,45729,0.1359756254338827,0.07075180623762631,0.0652238191962564,0.6312639806649012,0.3360309053042964,0.2952330753606047,0.23276039390121617,0.06800709639266705,0.16475329750854908,9576,4899,4677,10309,5463,4846,23603,12286,11317,17508,9425,8083,18654,9709,8945,211.0,0.118483412,0.0,0.0,0.0,0.009478673,0.872037915,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.9763033179999999,0.023696682
Gol'janovo,14286990.83,157010,0.389353565,0.194489265,7751,5041,6,8004,11081,7,0,125.0,3,0,5,3,0,0,5,3,0,0,0,1,0,0,0,0,12327,5588,6739,0.10719699382204956,0.05500923508056812,0.05218775874148143,0.6258200114642379,0.30192344436660085,0.3238965670976371,0.2669829947137125,0.0791287179160563,0.1878542767976562,7751,3941,3810,8004,4152,3852,18912,9716,9196,2780,1351,1429,14694,7551,7143,371.0,0.237196765,0.0,0.0,0.18328841,0.021563342000000003,0.557951482,0.0,0.0,0.0,371.0,0.0,0.0026954179999999998,0.595687332,0.347708895,0.053908356
Horoshevo-Mnevniki,18036436.51,166803,0.232080423,0.111627393,10955,3397,4,12238,11085,5,0,1970.0,2,0,18,4,0,0,3,8,1,0,0,1,0,0,0,1,155427,75605,79822,0.14876231242843355,0.07605978309742631,0.07270252933100724,0.6031126538491514,0.31543197664310596,0.28768067720604545,0.24812503372241507,0.07160542676090957,0.17651960696150548,10955,5583,5372,12238,6258,5980,27533,14076,13457,30980,16454,14526,21679,11083,10596,754.0,0.275862069,0.131299735,0.08090185700000001,0.165782493,0.064986737,0.26525198899999997,0.014588859,0.00132626,0.0,757.0,0.050198150999999996,0.054161162,0.5455746370000001,0.130779392,0.219286658
Orehovo-Borisovo Juzhnoe,7128794.3379999995,145576,0.075790042,0.100455735,5594,4792,7,7227,11178,7,1,1321.845238,1,0,7,2,0,0,6,0,0,0,0,0,0,1,0,0,129207,55959,73248,0.0933876463153267,0.0480711106226301,0.0453165356926966,0.7187654558443699,0.3456545034895862,0.37311095235478375,0.18784689784030334,0.05715914711216134,0.130687750728142,5594,2876,2718,7227,3718,3509,14976,7670,7306,28334,11674,16660,11923,6142,5781,195.0,0.143589744,0.0,0.0,0.0,0.015384615,0.841025641,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.964102564,0.035897436
Kuncevo,52351766.54,142462,0.070662054,0.035145267,9347,4050,7,9292,11234,8,0,2620.0,0,0,5,2,0,0,3,3,0,0,0,1,0,0,0,0,78507,37052,41455,0.1388721202847075,0.07257373896196881,0.0662983813227387,0.6005180328789431,0.3043057095927335,0.29621232328620967,0.26060984683634936,0.07738203871909702,0.1832278081172523,9347,4806,4541,9292,4919,4373,22071,11484,10587,15929,8541,7388,17469,9082,8387,737.0,0.092265943,0.276797829,0.018995928999999998,0.321573948,0.028493894,0.24423337899999997,0.0027137040000000004,0.013568521000000002,0.0013568520000000002,738.0,0.063685637,0.119241192,0.559620596,0.127371274,0.13008130099999998
Troparevo-Nikulino,11275073.5,112804,0.331075802,0.000991,6945,3587,8,6783,11286,9,2,1321.845238,1,1,14,2,0,0,9,3,0,0,0,1,0,0,0,0,113897,52357,61540,0.12931279032658416,0.06634516506506861,0.06296762526151554,0.6048898975213645,0.3038544732456296,0.3010354242757349,0.2657973121520513,0.08750576220701393,0.1782915499450374,6945,3523,3422,6783,3509,3274,16521,8492,8029,25781,12410,13371,12892,6592,6300,179.0,0.072625698,0.0,0.0,0.005586592,0.10055865900000001,0.82122905,0.0,0.0,0.0,178.0,0.0,0.0,0.157303371,0.505617978,0.33707865200000003
Ljublino,17881913.61,165727,0.260652636,0.13321533300000002,10809,5153,10,11395,11887,13,0,1406.0,3,0,13,1,0,0,4,3,0,0,0,1,0,1,0,1,89971,44031,45940,0.142710602376197,0.0729150953073428,0.0697955070688542,0.6494174153879573,0.32513108908023436,0.3242863263077229,0.2078719822358457,0.05754041284763497,0.15033156938821074,10809,5581,5228,11395,5778,5617,26333,13469,12864,23273,13683,9590,20866,10654,10212,462.0,0.125541126,0.0,0.0,0.452380952,0.008658009,0.411255411,0.0,0.002164502,0.0,461.0,0.0,0.043383948,0.41865509799999995,0.334056399,0.203904555
Otradnoe,10053051.74,175518,0.09627019699999999,0.300322518,9753,5088,4,10311,12721,4,0,1321.845238,1,0,10,3,0,0,9,6,0,1,0,1,0,0,0,0,61396,27916,33480,0.1219248168279037,0.06320719242470858,0.05871762440319511,0.638868947914174,0.3366549299786916,0.3022140179354824,0.23920623525792226,0.07237434337218975,0.16683189188573253,9753,5044,4709,10311,5335,4976,23849,12412,11437,11588,5359,6229,18732,9663,9069,282.0,0.124113475,0.0,0.0,0.07092198599999999,0.017730496000000002,0.787234043,0.0,0.0,0.0,282.0,0.0,0.0,0.04964539,0.872340426,0.078014184
Vyhino-Zhulebino,15094874.77,219609,0.300284261,0.033493708,10167,7610,10,10573,16049,11,0,1322.0,3,0,11,11,0,0,8,1,0,0,0,1,0,0,0,0,1318695,607126,711569,0.10173080338237504,0.052233742697248293,0.04949706068512675,0.6383253873930486,0.32494114539932334,0.3133842419937252,0.2599438092245764,0.08776962692785815,0.17217418229671827,10167,5279,4888,10573,5409,5164,25474,13030,12444,276143,137389,138754,19389,9977,9412,567.0,0.19753086399999997,0.14285714300000002,0.008818342,0.06701939999999999,0.014109347,0.5643738979999999,0.0,0.003527337,0.001763668,566.0,0.008833922,0.09540636,0.358657244,0.371024735,0.166077739
Mitino,12583535.69,178473,0.19470286899999997,0.069753361,13087,6839,9,13670,17063,10,0,1321.845238,1,0,17,6,0,0,11,4,0,0,0,0,0,0,0,0,21155,9828,11327,0.1600410146072515,0.08225333803992761,0.07778767656732391,0.674505387369518,0.3364094288771971,0.338095958492321,0.1654535980232304,0.05089285214009962,0.11456074588313078,13087,6645,6442,13670,7126,6544,32063,16513,15550,3292,1450,1842,24934,12782,12152,458.0,0.019650655,0.111353712,0.026200873,0.270742358,0.109170306,0.438864629,0.0,0.019650655,0.004366812,459.0,0.02832244,0.052287582,0.087145969,0.283224401,0.5490196079999999
Mar'ino,11754772.16,247469,0.188712765,0.090799103,19223,10175,13,19083,21892,14,0,1321.845238,5,0,16,16,0,0,15,2,0,0,0,0,0,0,0,1,165727,75503,90224,0.1644327168251377,0.08476617273274632,0.07966654409239136,0.6517584020624806,0.32174534992261655,0.330013052139864,0.18380888111238175,0.049715317878198884,0.13409356323418287,19223,9987,9236,19083,9761,9322,45170,23233,21937,35793,17785,18008,36035,18574,17461,352.0,0.008522726999999999,0.0,0.0,0.011363636000000002,0.048295455,0.931818182,0.0,0.0,0.0,352.0,0.0,0.0,0.0,0.5,0.5
Juzhnoe Butovo,26155137.04,178264,0.137846204,0.041116354,14080,11926,11,14892,24750,13,1,1321.845238,1,0,13,4,0,0,4,4,0,0,0,0,0,0,0,0,102618,47681,54937,0.17282233092492033,0.09116254543822645,0.08165978548669389,0.6808385316160301,0.3317439303504914,0.34909460126553876,0.1463391374590495,0.04156756271597182,0.10477157474307769,14080,7457,6623,14892,7839,7053,34341,18094,16247,19906,9676,10230,27123,14340,12783,1681.0,0.10291493199999999,0.361094587,0.011302796,0.14574657900000001,0.069006544,0.256395003,0.0005948840000000001,0.049970256,0.00297442,1680.0,0.020238095,0.17797619,0.26130952399999996,0.064880952,0.475595238
Poselenie Kievskij,61978118.91,8384,0.7764190329999999,0.014333947,531,0,0,528,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32241,14748,17493,0.13478053435114504,0.06965648854961833,0.06512404580152671,0.6474236641221374,0.3617604961832061,0.2857824427480916,0.21779580152671757,0.06059160305343511,0.15720419847328243,531,274,257,528,275,254,1266,654,613,6296,3219,3077,993,515,479,312.1755725,0.181392146,0.08047457599999999,0.009916769,0.35137297700000003,0.03299695,0.332819543,0.000157142,0.010051285,0.0008186119999999999,311.92366410000005,0.036738185,0.058711198,0.484851415,0.28258515,0.137114052
Troickij okrug,16315230.22,39873,0.375973778,0.07542368,2870,0,0,3097,0,0,0,1321.845238,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,143661,65525,78136,0.15958167180799038,0.0821357811050084,0.07744589070298197,0.6021367842901212,0.3041657261806235,0.29797105810949764,0.2382815439018885,0.07280615955659218,0.16547538434529632,2870,1442,1428,3097,1618,1479,7060,3655,3405,31367,15559,15808,5569,2857,2712,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.5,0.0
Poselenie Marushkinskoe,50327530.18,5740,0.317802133,0.059456227,363,0,0,362,0,0,0,1321.845238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949,2323,2627,0.1348432055749129,0.06968641114982578,0.06515679442508711,0.6473867595818815,0.3616724738675958,0.2857142857142857,0.21777003484320556,0.06062717770034843,0.1573170731707317,363,188,176,362,188,174,867,448,419,1056,566,490,680,353,328,180.0,0.005555556,0.672222222,0.261111111,0.05,0.005555556,0.0,0.0,0.005555556,0.0,180.0,0.005555556,0.005555556,0.794444444,0.066666667,0.127777778
