"","1"
"1947",865989.65856962
"1948",2850587.5816933
"1949",103502.137577021
"1950",8879274.08578894
"1951",1381178.6793935
"1952",2390004.09681362
"1953",811578.049942378
"1954",4116777.68582372
"1955",3884054.2217513
"1956",3593096.8765474
"1957",12502337.4602423
"1958",1385903.73998948
"1959",2893094.30385865
"1960",55719719.6939614
"1961",335972.368416385
"1962",15073459.662334
"1963",4837967.4015332
"1964",11966945.0081618
"1965",8712028.55353168
"1966",7689403.75432315
"1967",4490425.20110966
"1968",46049136.4480596
"1969",625916.556460314
"1970",15153318.3711343
"1971",1288658.13374366
"1972",11039822.2549052
"1973",4196127.7164208
"1974",10420377.5961658
"1975",928193.322603646
"1976",5067746.95928755
"1977",4165433.82824595
"1978",3047747.55885854
"1979",3041020.92680828
"1980",3680210.47127968
"1981",2523091.20453409
"1982",2376644.11428744
"1983",1251296.15663045
"1984",1802364.95112933
"1985",920089.15145792
"1986",5069559.91972109
"1987",1818265.41104084
"1988",1212773.2760791
"1989",5358822.88106108
"1990",1958974.61942237
"1991",3362496.19709758
"1992",640134001.234886
"1993",1807071.94685351
"1994",1805738.01635751
"1995",2655526.80460081
"1996",1234790.03775809
"1997",3486447.50688768
"1998",15615455.6177141
"1999",1825769.4193796
"2000",2553647.21619801
"2001",2089022.60803899
"2002",1383631.645385
"2003",2364940.15689899
"2004",3157763.77362884
"2005",582259.223694867
"2006",638606.961943523
"2007",880571.557115559
"2008",20523056.2668121
"2009",1831446.89700555
"2010",607484.464233372
"2011",1883715.89914852
"2012",1592771.21209255
"2013",4509102.02608104
"2014",3335592.3433516
"2015",1908030.0264396
"2016",4032473.17707787
"2017",3863739.33157924
"2018",3883831.72133702
"2019",43733100.730811
"2020",3817770.30690775
"2021",6809139.40776606
"2022",3195182.00976479
"2023",569557.027895934
"2024",1108918.59784103
"2025",10697730.7885295
"2026",3426808.01466619
"2027",6016102.83561225
"2028",848793.607380345
"2029",3362143.37607106
"2030",4611185.83390092
"2031",1056614.85824836
"2032",1781917.42867483
"2033",22001638.1093245
"2034",3080245.33567979
"2035",1224384.37030849
"2036",2432604.97512008
"2037",1588544.49508738
"2038",20991979.8429884
"2039",2499470.99697712
"2040",20341969.2704334
"2041",936711.571412042
"2042",516564.267947884
"2043",4393118.83369177
"2044",1789278.65879907
"2045",2705837.66955653
"2046",641635.238829628
"2047",711951.118030629
"2048",141677.517554692
"2049",1969983.19088112
"2050",3058758.26505812
"2051",798752.494767585
"2052",3758870.98898081
"2053",1394096.0006249
"2054",3413729.50172393
"2055",971871.675824931
"2056",1076826.5025852
"2057",1816658.09054279
"2058",860009.591934357
"2059",1827479.86507639
"2060",1616287.51523585
"2061",875955.014354895
"2062",3331154.82972577
"2063",614283.427073546
"2064",2595278.64292109
"2065",2783918.65588463
"2066",40238203.2458995
"2067",1199529.46537725
"2068",5854942.9113035
"2069",120929119.43183
"2070",1846778.20362091
"2071",1436783.15220506
"2072",1000598.69956549
"2073",941029.923622329
"2074",1227561.52537596
"2075",9955006.55906011
"2076",1155349.22019882
"2077",648204.87162477
"2078",1980570.3946356
"2079",1369027.69382445
"2080",3101981.18359541
"2081",12281352.6515698
"2082",4302898.91255009
"2083",1796514.59868508
"2084",2963664.57146127
"2085",607114.720087379
"2086",2847250.91118053
"2087",32149960.2985804
"2088",2491523.25359592
"2089",2627696.77372221
"2090",11915861.9131184
"2091",3243560.48931989
"2092",5167446.32499541
"2093",3637587.21446716
"2094",906062.595426954
"2095",774612.727635273
"2096",2173757.96495285
"2097",2221235.57713803
"2098",1996471.39158892
"2099",1948817.58313782
"2100",759532.796954394
"2101",2289545.89428061
"2102",6255897.56080352
"2103",1666122.52185128
"2104",670497.568847178
"2105",2409075.33103311
"2106",1967187.83626048
"2107",1294713.33154645
"2108",7620682.39156449
"2109",786647.121051322
"2110",653478.06829065
"2111",290942.315176743
"2112",484769.34378417
"2113",716812.110413134
"2114",650174.810564475
"2115",1631397.55748941
"2116",2793485.96148094
"2117",273763.345926445
"2118",4064225.79954035
"2119",1297894.75785116
"2120",1346512.70018893
"2121",652790.779374356
"2122",2103034.58764243
"2123",3632934.07656611
"2124",2254113.18473245
"2125",3128075.81027777
"2126",2157569.12513379
"2127",1670723.59432834
"2128",5183742.32146836
"2129",1577027.53821824
"2130",3012336.52176515
"2131",3790683.10107982
"2132",1360455.76927119
"2133",590185.579423316
"2134",2239516.11473745
"2135",1223665.78580433
"2136",1297031.16741329
"2137",520744.526578905
"2138",1885052.1393695
"2139",1763236.76453219
"2140",766347.37701155
"2141",1684824.29645436
"2142",1078696.81714201
"2143",937250.98031518
"2144",4317519.39639147
"2145",1677652.15498231
"2146",1541353.62205494
"2147",903549.783079842
"2148",2353582.97566514
"2149",2577062.55059264
"2150",8459867.70027361
"2151",6709589.28175272
"2152",7427607.29466999
"2153",3392015.69291573
"2154",12002170.9570858
"2155",3326962.27871797
"2156",2762414.9966574
"2157",7727781.23620511
"2158",1801439.88768468
"2159",3089266.06035043
"2160",2796581.99275128
"2161",10188305.9380636
"2162",11661997.3416647
"2163",9106980.53435828
"2164",2138949.02496107
"2165",2221402.88164484
"2166",545403.91035885
"2167",3410686.73117439
"2168",2121558.2240888
"2169",3864515.92627271
"2170",1979796.34948861
"2171",11173652.5781857
"2172",13183072.9791468
"2173",3070182.87338386
"2174",2496983.64429416
"2175",5832732.28980207
"2176",2662083.17274282
"2177",4482469.71792681
"2178",1359339.26297628
"2179",82345.9527187416
"2180",7524683.60351703
"2181",3327128.11499462
"2182",11196668.7145411
"2183",6816177.5655664
"2184",744033.417884069
"2185",5037956.36841167
"2186",16855461.4648514
"2187",678958.225533695
"2188",2335050.79791431
"2189",4754655.90234502
"2190",3111678.58399563
"2191",1985976.11820979
"2192",2172085.52039881
"2193",3662460.51548288
"2194",3385142.6156703
"2195",2339174.54654165
"2196",2576541.93412104
"2197",25363124.2048097
"2198",6002650.01194812
"2199",1433499.74339177
"2200",1026676.81820108
"2201",14272034.1255675
"2202",3093876.7531727
"2203",658804.372846942
"2204",650709.024157912
"2205",1094681.05090356
"2206",3766442.07033924
"2207",3308846.1572769
"2208",3389803.62347162
"2209",4152480.35530301
"2210",861799.196267522
"2211",34320284.6046414
"2212",2804105.13880508
"2213",12128200.6079335
"2214",1720437.41490764
"2215",1872558.98227554
"2216",4325708.84435416
"2217",1089975.92784827
"2218",988860.798613604
"2219",5667697.85220634
"2220",4282339.04195738
"2221",11982061.8404641
"2222",673013.197024677
"2223",9590550.27456329
"2224",773219.652072042
"2225",2121874.75196766
"2226",2638142.80261005
"2227",3256018.58962893
"2228",1982457.90223344
"2229",4131080.75429228
"2230",19845277.786981
"2231",7114735.43375006
"2232",3759750.05732048
"2233",3940096.02317647
"2234",494386.554682698
"2235",2127778.74358292
"2236",3013077.92540806
"2237",9536086.39357283
"2238",2235616.71623409
"2239",11636697.9148902
"2240",6867715.47842268
"2241",4130621.57644021
"2242",2883133.79454366
"2243",1253653.81434946
"2244",1453857.89545017
"2245",5215472.21697784
"2246",6264047.4048397
"2247",10140840.5120176
"2248",5258931.29531966
"2249",3627595.27190991
"2250",1945640.83657734
"2251",1239165.75759171
"2252",1737606.47505514
"2253",24191838.7425674
"2254",1553640.48444556
"2255",1177842.05566703
"2256",25701775.4492686
"2257",1439018.40677965
"2258",8682996.95746834
"2259",689240.489947828
"2260",1550434.6061665
"2261",1510195.82248396
"2262",646254.502775302
"2263",1995575.23595711
"2264",1268169.34139925
"2265",7794264.01426956
"2266",2005500.71590576
"2267",48844407.8132358
"2268",746409.348136162
"2269",2217609.25947541
"2270",4916758.59245197
"2271",796217.058306449
"2272",5104321.67517247
"2273",12966653.1178406
"2274",2492151.35432861
"2275",3053269.58069344
"2276",3685537.84441149
"2277",850533.409657101
"2278",6742454.60579586
"2279",2454194.69254961
"2280",115501100.079939
"2281",9956918.31669826
"2282",1830799.55908583
"2283",4806565.20778991
"2284",6400356.81822149
"2285",27090181.391167
"2286",4486792.29975281
"2287",3552935.15189255
"2288",45269913.701513
"2289",3072603.39016207
"2290",2490013.01947327
"2291",3990960.2259775
"2292",2070713.62948381
"2293",748973.148440103
"2294",9403318.44034089
"2295",11215239.6613499
"2296",4675698.49131806
"2297",4271220.03316889
"2298",1481810.80962183
"2299",8795172.60724144
"2300",3715044.42013828
"2301",1327472.78655402
"2302",7381297.8957793
"2303",3498339.05702431
"2304",4967080.70127467
"2305",892113.959702548
"2306",2763490.64640823
"2307",1696897.98726452
"2308",19275947.6143586
"2309",5515242.04969843
"2310",1488689.10550408
"2311",158215205.381816
"2312",11523337.0619455
"2313",3407323.05870628
"2314",915996.843210815
"2315",4906828.27802373
"2316",4857569.83759299
"2317",2647852.38275506
"2318",3495464.5121704
"2319",605267.937862467
"2320",2922319.83158525
"2321",3393595.02435639
"2322",103492.75940828
"2323",9689794.45258778
"2324",4633614.53896635
"2325",3994420.8404235
"2326",8466633.32849782
"2327",4427043.55437038
"2328",957252.282188612
"2329",2580601.46330627
"2330",3339754.57335619
"2331",5499916.22656615
"2332",2993543.86320124
"2333",2967649.10438201
"2334",2050453.06937034
"2335",1995664.04858017
"2336",1836582.49493161
"2337",1013961.59410436
"2338",3894998.0568972
"2339",35771720.9114594
"2340",831428.66002468
"2341",3362699.86725902
"2342",574154.577924806
"2343",2710723.59766971
"2344",1481756.3860868
"2345",1561669.71621599
"2346",2402475.79595609
"2347",489292.14927158
"2348",3921552.04321982
"2349",19559215.5047558
"2350",2338708.9063693
"2351",942863.965137135
"2352",1895142.49237417
"2353",2237213.64264697
"2354",15440716.9366232
"2355",6083130.11928026
"2356",2262019.82170643
"2357",2171528.04730543
"2358",604278.53200173
"2359",3458166.00604078
"2360",1050028.50805152
"2361",2112288.93476014
"2362",11048057.3010706
"2363",6612044.29017851
"2364",2260347.18936691
"2365",2520568.44659559
"2366",4164354.77625722
"2367",13378218.0922954
"2368",2412499.8015584
"2369",2872980.10625885
"2370",3141220.43318539
"2371",771485.079427525
"2372",788567.541023601
"2373",2988973.94012872
"2374",9422280.71104619
"2375",878319.781032474
"2376",10626069.2547815
"2377",730666.629149057
"2378",3833770.91646927
"2379",14635405.8583325
"2380",983786.28562741
"2381",666528.58771125
"2382",3099854.64988973
"2383",2731274.86672945
"2384",3772929.96640247
"2385",2706780.2475602
"2386",668595.641735557
"2387",1708415.60975273
"2388",696126.992953977
"2389",2819400.99818063
"2390",3950684.40559667
"2391",2449013.32888756
"2392",18197134.1848982
"2393",1149930.76930872
"2394",684296.072861019
"2395",1392190.42173968
"2396",2437716.09259693
"2397",3831471.96636517
"2398",2032532.44375856
"2399",583746.58754593
"2400",10912788.1263799
"2401",4177138.89175388
"2402",2657004.83188203
"2403",837076.190313328
"2404",14333142.3832736
"2405",3224112.13851378
"2406",2361842.14330271
"2407",639437.172389585
"2408",17785284.3606119
"2409",5624875.98930483
"2410",725788.335660556
"2411",2323255.54989311
"2412",2484781.18807192
"2413",367360.692566336
"2414",5654032.44137739
"2415",466900.006453419
"2416",671944.937451575
"2417",666042.176672154
"2418",619388.700224014
"2419",762777.499672412
"2420",4217295.48417438
"2421",6183745.70714497
"2422",1862716.04130277
"2423",4265485.36257708
"2424",1554128.51457844
"2425",249073.893094224
"2426",1798478.62535122
"2427",7244812.91818579
"2428",1963622.61600884
"2429",10230606.4708362
"2430",1101171.21472058
"2431",3385239.45061791
"2432",4337525.52952191
"2433",7177617.25872063
"2434",9287957.32442653
"2435",921129.642109285
"2436",1427475.14836102
"2437",658384.582816439
"2438",5107214.71977138
"2439",18378892.3652409
"2440",1105531.94061411
"2441",777903.756672288
"2442",1707155.95284359
"2443",1283042.36044071
"2444",7017978.67490717
"2445",1458283.9647045
"2446",3363143.47964527
"2447",22911253.5810594
"2448",1881982.75564151
"2449",823080.484767096
"2450",1174353.22178251
"2451",2098884.9969108
"2452",112847.731518712
"2453",2323468.51592851
"2454",1230513.57784654
"2455",3944346.93759757
"2456",52220916.6644682
"2457",14198554.7184406
"2458",1271620.4066677
"2459",993477.240411391
"2460",2271135.20247514
"2461",4515995.93026247
"2462",2152557.81702227
"2463",6656306.51922672
"2464",2382268.37559582
"2465",1535232.64782598
"2466",2071008.69788975
"2467",771130.724735542
"2468",2287375.35349323
"2469",7620432.15847882
"2470",588386.712515195
"2471",1702623.00627616
"2472",755573.637788408
"2473",260914.688511787
"2474",1831999.84869601
"2475",1046983.90182374
"2476",8821624.0598689
"2477",3885519.85839777
"2478",2082450.90831653
"2479",1336334.51982348
"2480",3837817.37953222
"2481",3766893.36195053
"2482",1189305.19555571
"2483",2892689.28304914
"2484",3384158.76252955
"2485",3123161.19359098
"2486",22675253.2314558
"2487",4651563.50162443
"2488",1734902.03181068
"2489",22188964.0791945
"2490",566410.606682816
"2491",2925406.04102045
"2492",2149837.38814642
"2493",3694938.96518185
"2494",7504436.32154948
"2495",4233384.26720283
"2496",1514711.84077203
"2497",4803000.26090307
"2498",798191.922946511
"2499",1034197.77876064
"2500",10298692.2080398
"2501",2176723.7503319
"2502",669797.691527291
"2503",6800498.82735261
"2504",7941588.56715244
"2505",561655.520034317
"2506",3319639.94039225
"2507",334013.212537898
"2508",479565.265255373
"2509",4153271.81280699
"2510",2122512.01904205
"2511",9637450.83330761
"2512",5728449.22874151
"2513",1356713.78374585
"2514",469618.955267109
"2515",751060.939650589
"2516",6872154.714441
"2517",704799.006255809
"2518",2337265.82353537
"2519",717774.594158265
"2520",593460.520714216
"2521",6615138.32322767
"2522",490006.767958256
"2523",2231913.49644061
"2524",3408944.48819697
"2525",4948279.68663696
"2526",61988837.9657813
"2527",556750.366194132
"2528",5175404.27365431
"2529",846979.547372937
"2530",2118322.91057724
"2531",1766695.05354686
"2532",3464487.74095156
"2533",2291693.43480511
"2534",2295147.63540913
"2535",1549298.52079322
"2536",2361771.50860779
"2537",3445903.0910584
"2538",2333109.40958981
"2539",622622.461044066
"2540",2114363.35578974
"2541",462655.162917084
"2542",476822.720190415
"2543",461582.290248052
"2544",1913616.052434
"2545",3252406.37285452
"2546",11595000.2172263
"2547",678669.898931592
"2548",2067706.90267676
"2549",430198.697297216
"2550",3340459.08328543
"2551",1193488.22788794
"2552",1657754.00564334
"2553",3134703.85187786
"2554",548062.627695449
"2555",749579.547634276
"2556",2508630.74726754
"2557",7760158.6796683
"2558",814359.894093286
"2559",306628.642575948
"2560",1755616.23969519
"2561",8896920.56527469
"2562",1005062.8728227
"2563",1316931.61644609
"2564",2599214.74633274
"2565",4238655.29675896
"2566",1637090.0394917
"2567",4235028.26613701
"2568",12676052.7287527
"2569",240271.218958625
"2570",3859105.45228579
"2571",12511154.6405015
"2572",6460053.27766587
"2573",44515710.7658313
"2574",571999.172054335
"2575",2687717.51752996
"2576",11621185.467702
"2577",2999972.57434055
"2578",3209976.39085287
"2579",17076084.4663392
"2580",17118258.6780703
"2581",14042459.4641379
"2582",449424.334418029
"2583",3005990.75838348
"2584",1177189.85279602
"2585",2216299.0434073
"2586",2341173.37911741
"2587",2233427.85609326
"2588",2201493.73857781
"2589",2877390.43678511
"2590",4040977.16090776
"2591",667670.367587714
"2592",2583964.02738219
"2593",3714630.66579456
"2594",32173572.851663
"2595",1008643.52484753
"2596",21763934.1417916
"2597",2389757.36374254
"2598",993289.965999199
"2599",2928204.41356851
"2600",3136184.9974911
"2601",1555687.03974525
"2602",18212548.0738256
"2603",921114.176022175
"2604",2049077.28503703
"2605",8865779.62020343
"2606",685031.38782545
"2607",3370258.23765994
"2608",2785782.31817598
"2609",6099905.89128991
"2610",1222372.60048609
"2611",3518865.14470758
"2612",3934166.81168442
"2613",5291000.54837119
"2614",37891241.5407579
"2615",547782.841297325
"2616",228421.399621035
"2617",2024245.18169773
"2618",4874097.76238744
"2619",2180747.85030664
"2620",434059.335113971
"2621",1574485.9116481
"2622",823215.451838698
"2623",526819.123057492
"2624",1632630.93528901
"2625",1235170.02239736
"2626",2733889.58830719
"2627",4172315.92308076
"2628",1754907.61150282
"2629",15111459.9610173
"2630",5278084.75249586
"2631",632969.219839666
"2632",1484603.10889261
"2633",6735872.04221903
"2634",1913217.52446402
"2635",723192.9601136
"2636",47962949.2978844
"2637",6026522.75245525
"2638",574959.525597528
"2639",2645074.92438052
"2640",667635.058421314
"2641",14537871.9033348
"2642",711876.237632763
"2643",8101770.62193231
"2644",2674193.92051885
"2645",8566396.69423711
"2646",2135135.66375168
"2647",2455364.8540257
"2648",819956.509187907
"2649",5187933.89390007
"2650",2085595.07495649
"2651",18014800.6919078
"2652",5119959.1567782
"2653",2217864.05807668
"2654",3063610.38130476
"2655",5236535.99228278
"2656",2625653.05716119
"2657",3486817.77596837
"2658",892471.714626217
"2659",861596.969141003
"2660",3026082.62900496
"2661",55709516.8089439
"2662",2691290.46128199
"2663",3647598.11625036
"2664",1905131.22033005
"2665",914486.110384742
"2666",17105995.8742155
"2667",4148351.34678742
"2668",3501408.96909986
"2669",63586261.9852097
"2670",2762537.36080636
"2671",569488.684482369
"2672",633155.623243632
"2673",2194321.58538067
"2674",4648408.46756442
"2675",1150657.07948316
"2676",1134636.57655431
"2677",26610485.9686612
"2678",4152975.21369216
"2679",1238286.28881604
"2680",5293646.00994493
"2681",6686072.60765978
"2682",3780017.47001062
"2683",1060605.74120364
"2684",16752299.5976643
"2685",3017777.03563897
"2686",5321698.45348912
"2687",1015152.90585178
"2688",726787.915517973
"2689",10396869.5497398
"2690",4836580.04220584
"2691",2716331.67837683
"2692",2969401.31379579
"2693",4040662.34334478
"2694",1933648.37031067
"2695",1825718.93927311
"2696",19444281.0538838
"2697",895288.112494067
"2698",2796433.11604691
"2699",1656145.4791026
"2700",3615268.01906653
"2701",1046573.65961247
"2702",14743653.69589
"2703",764751.686585189
"2704",2875877.98086195
"2705",2698026.62600215
"2706",25446505.6674028
"2707",12414979.5097279
"2708",1608609.90206367
"2709",2159700.98853413
"2710",1952478.44058416
"2711",2337791.91159878
"2712",1010361.9725137
"2713",3174639.75399805
"2714",4629384.63900726
"2715",2698170.51301747
"2716",2291025.10173836
"2717",7059269.80444428
"2718",3405757.45233716
"2719",14140277.5134388
"2720",3897582.1667509
"2721",769732.846745019
"2722",754516.797991444
"2723",5007919.41383663
"2724",2334623.86729085
"2725",3571165.12758039
"2726",2336940.77276843
"2727",1574150.61543029
"2728",1307721.62939987
"2729",10494981.7212722
"2730",1605965.67127389
"2731",2620165.42435889
"2732",2533176.87057596
"2733",721116.588757095
"2734",2540046.86172847
"2735",1462849.86529028
"2736",5296972.30624306
"2737",4280366.92787907
"2738",850181.965153905
"2739",3134229.99241798
"2740",1763075.5759404
"2741",2253581.91914385
"2742",25027882.8826898
"2743",864671.140361188
"2744",798738.784234645
"2745",708827.37021482
"2746",6409829.57756033
"2747",742372.152372997
"2748",662013.791546851
"2749",6829384.22467368
"2750",1695791.90400933
"2751",184470.597817854
"2752",11082624.7742433
"2753",1806342.21925177
"2754",561752.278539681
"2755",1073416.02182937
"2756",2359462.97364497
"2757",2505026.04263137
"2758",2991585.27426565
"2759",2557461.50622334
"2760",2696665.21492753
"2761",2944999.78941734
"2762",6609439.59140532
"2763",742744.80395217
"2764",2078317.13783725
"2765",7254800.42777726
"2766",916208.274153905
"2767",5950485.65248002
"2768",4432353.95362423
"2769",3239324.65625722
"2770",3979769.77619571
"2771",2850645.25773261
"2772",3481292.3983834
"2773",2868303.21655838
"2774",3895406.92204824
"2775",2076128.23429183
"2776",3304093.1289024
"2777",2960536.06184068
"2778",11705599.8509618
"2779",1225733.17472115
"2780",2210044.85639016
"2781",3195250.57952044
"2782",4593804.98957064
"2783",3574109.38183021
"2784",2869886.64783865
"2785",2224620.81055969
"2786",27209264.7849034
"2787",10829629.2773384
"2788",934359.185266351
"2789",2010646.97429604
"2790",757236.991790624
"2791",986588.962653826
"2792",3084561.38757229
"2793",1940085.86070164
"2794",5727634.91187846
"2795",1320469.49802357
"2796",1363101.82647031
"2797",22362049.028679
"2798",19205338.9659728
"2799",1741752.00840802
"2800",5531420.77377848
"2801",1701091.51459571
"2802",3429717.92410981
"2803",2218667.09394014
"2804",26407275.8689042
"2805",6815458.94847395
"2806",2349489.52030009
"2807",2335600.63416678
"2808",2119034.55239547
"2809",7329578.72769771
"2810",1115344.09575176
"2811",831110.958115853
"2812",3805175.70648741
"2813",5055793.75834159
"2814",2770564.21388596
"2815",683237.706160084
"2816",9713362.19081393
"2817",2850549.18071674
"2818",9518244.39485254
"2819",1822265.56497504
"2820",1414638.22345292
"2821",652980.389159721
"2822",1600168.0581758
"2823",1117300.94425918
"2824",1348077.7848515
"2825",12891592.9517832
"2826",3512979.30461028
"2827",5720054.82842203
"2828",706551.445002276
"2829",993675.854852124
"2830",2088432.85561023
"2831",65077578.0724118
"2832",5061422.56761639
"2833",1350395.69793485
"2834",4672403.72336705
"2835",26773220.8818529
"2836",650315.186608427
"2837",3372033.01957199
"2838",50958320.2204109
"2839",3075054.07113711
"2840",529278.25769456
"2841",2330582.10411665
"2842",4302508.83183908
"2843",10715738.1356838
"2844",2117248.59787058
"2845",1178206.49457781
"2846",599128.389589953
"2847",2876658.90671692
"2848",28381139.2338296
"2849",628883.309753817
"2850",1395234.66031914
"2851",694477.309266325
"2852",2776086.35411838
"2853",14663116.1481793
"2854",831578.872822535
"2855",6186530.11223708
"2856",30841215.473774
"2857",26723399.7090493
"2858",636299.321257812
"2859",18854313.6580684
"2860",744877.93479382
"2861",22911055.8807727
"2862",2352274.39250884
"2863",12123046.4334405
"2864",5262228.26265996
"2865",867628.014750189
"2866",36080033.9945385
"2867",4378334.1580189
"2868",1228385.37829292
"2869",991513.651648624
"2870",47182542.5583242
"2871",2727273.74173877
"2872",1783295.07960288
"2873",1919965.29826221
"2874",34547635.6634682
"2875",15055044.4041192
"2876",3104617.07691319
"2877",1559192.53088156
"2878",2803450.26812579
"2879",1225624.56705275
"2880",1244445.92021581
"2881",1593642.93961674
"2882",1393099.80232584
"2883",1994489.76567002
"2884",756631.160645867
"2885",3056304.41881466
"2886",990819.809536378
"2887",15269892.546945
"2888",1780508.38508599
"2889",19753241.8170856
"2890",2080810.3903519
"2891",12227104.4205746
"2892",1656773.26265419
"2893",5060400.0521232
"2894",2491703.35097827
"2895",2763756.22431285
"2896",3531478.71963758
"2897",1724326.79665735
"2898",2417190.97193932
"2899",5368389.3223317
"2900",2698999.2100756
"2901",2065018.27953143
"2902",4312421.90469794
"2903",3343057.214502
"2904",1742818.15191863
"2905",2378220.50489275
"2906",3304552.71892627
"2907",3397572.52873864
"2908",3201375.02603891
"2909",5699837.7857275
"2910",1169778.32432108
"2911",6249729.32841646
"2912",921450.479397475
"2913",52272.593044378
"2914",24370717.8324953
"2915",5266405.15791097
"2916",4203848.15418295
"2917",2440689.81543903
"2918",6962195.52759117
"2919",504569.852862875
"2920",3006854.22879744
"2921",7574898.70268374
"2922",1131710.26579892
"2923",1468347.68313554
"2924",24975862.5253611
"2925",19116580.3103428
"2926",3937416.91080159
"2927",10526503.867199
"2928",33744269.4887994
"2929",2146328.57167684
"2930",516457.590647833
"2931",654409.191848985
"2932",17887103.9745285
"2933",3085673.32245198
"2934",1553106.2781592
"2935",3172696.83482983
"2936",4956175.98987367
"2937",33397298.2668498
"2938",3335994.90368177
"2939",2233915.17204065
"2940",4366715.43887558
"2941",3321321.7595668
"2942",1328126.65793129
"2943",16477473.5028576
"2944",3424814.30645153
"2945",1910411.27055176
"2946",3850299.78209424
"2947",1786564.78818251
"2948",2601553.96900831
"2949",2533086.20768582
"2950",3327620.87183598
"2951",764796.698174023
"2952",69372510.3167649
"2953",5761421.3328604
"2954",2325296.08936623
"2955",12233192.6966648
"2956",1669183.44787862
"2957",2227015.32725065
"2958",1589764.46187464
"2959",701138.810054737
"2960",2226873.0413716
"2961",4036294.52758734
"2962",1209551.60563916
"2963",2881517.65333363
"2964",1155746.69676909
"2965",1602089.7913901
"2966",960671.618750131
"2967",2858044.40722909
"2968",596411.912338295
"2969",959959.792748707
"2970",965473.23871442
"2971",2542367.50260053
"2972",7894857.00163736
"2973",2084908.97589209
"2974",3498838.25155023
"2975",894719.464399094
"2976",9859301.93936868
"2977",3214570.53830574
"2978",2227533.57547369
"2979",5902943.68771977
"2980",3156827.14561903
"2981",2019932.51754094
"2982",2251883.97559374
"2983",2653675.80877509
"2984",4594507.02646474
"2985",5108746.41679784
"2986",1441460.91363626
"2987",18572872.3143849
"2988",4451825.68091924
"2989",4301035.32356032
"2990",1627346.28902278
"2991",1358760.00763145
"2992",4343675.1700276
"2993",1989327.43292894
"2994",822469.250588012
"2995",1612285.22074294
"2996",1582045.68285245
"2997",3406804.41593056
"2998",3526055.66707427
"2999",73508.9874566603
"3000",49830891.9341197
"3001",5021015.41758455
"3002",2164827.33753563
"3003",353058.876111285
"3004",4803142.27214337
"3005",5487626.66133424
"3006",2458772.65315121
"3007",9564165.18239004
"3008",15015792.7908264
"3009",1070276.23899319
"3010",955718.623512661
"3011",638186.138866851
"3012",2496211.14908061
"3013",27066756.3109912
"3014",20996341.1493738
"3015",818900.538534058
"3016",7025505.24430569
"3017",7197303.76256343
"3018",3334812.17145114
"3019",2191945.638927
"3020",3432220.23500483
"3021",509583.183012111
"3022",1579910.01222491
"3023",5108370.57333544
"3024",2862030.16295884
"3025",6313508.33399031
"3026",3942342.65038048
"3027",37407011.140172
"3028",3664429.10862637
"3029",14616394.1597203
"3030",2023396.21658797
"3031",8265380.0708534
"3032",2117451.73958267
"3033",4805366.20946525
"3034",1665549.80357076
"3035",3043835.18930176
"3036",1748128.96684441
"3037",3923733.91527768
"3038",6419436.40235651
"3039",9315464.18956421
"3040",608621.078837743
"3041",5096026.98080541
"3042",2273641.84933164
"3043",2106107.75951606
"3044",1291632.05841479
"3045",23841792.2075593
"3046",11580565.679589
"3047",15290574.9995021
"3048",683232.076766273
"3049",1570161.22152875
"3050",1406957.65916939
"3051",3336224.6587922
"3052",1109088.7981804
"3053",3490136.05778252
"3054",5571003.93751748
"3055",7646584.41515546
"3056",5823879.71981751
"3057",3099448.87896277
"3058",1401213.66588446
"3059",1978375.75287148
"3060",6898700.17214945
"3061",1688198.01620694
"3062",1970794.90749802
"3063",1272620.78798484
"3064",3431108.86119924
"3065",559506.303643547
"3066",2276112.59569801
"3067",2063174.04083865
"3068",8352046.87400611
"3069",20471104.5748093
"3070",55329142.2261674
"3071",14502063.3879374
"3072",472277.534142805
"3073",802141.165790558
"3074",786055.49458042
"3075",2737137.85755538
"3076",1146870.08431733
"3077",3905401.51543907
"3078",44087008.5985574
"3079",1663673.37662538
"3080",632888.095498552
"3081",922643.865007313
"3082",2209426.15383482
"3083",4153407.16405555
"3084",2452346.91042949
"3085",2633128.40953587
"3086",7999974.56070658
"3087",5419645.86531921
"3088",2040233.36972112
"3089",147492.494710077
"3090",1967463.43524235
"3091",25617652.4228491
"3092",2208553.78157764
"3093",1589086.43901541
"3094",2689288.84484135
"3095",1063488.97122464
"3096",55184.3751620117
"3097",2041444.2057048
"3098",4252117.79148955
"3099",568192.94182466
"3100",719463.845396399
"3101",970451.820082657
"3102",2887700.33841408
"3103",563334.388605112
"3104",2187494.99844289
"3105",7432842.82687776
"3106",14327686.5902118
"3107",1392649.39354726
"3108",877071.213113826
"3109",669961.683242965
"3110",3289749.36885818
"3111",1040032.95266805
"3112",3676437.63912698
"3113",3985718.37416918
"3114",2919927.44007285
"3115",3410524.80136969
"3116",2667141.50435137
"3117",28775652.5921699
"3118",586147.839323449
"3119",3074686.75479727
"3120",1292003.28788098
"3121",478397.480808143
"3122",3161148.72066593
"3123",710270.766547291
"3124",5914137.75193239
"3125",4576458.69872795
"3126",1451453.32407747
"3127",1592134.15691839
"3128",2921016.17703324
"3129",2145936.33532027
"3130",850671.205107917
"3131",3065585.0450487
"3132",1064230.81628573
